2019-09-02 06:43:38,520,66,1
2019-09-02 06:42:55,74,66,1
2019-09-02 06:42:45,284,66,1
2019-09-02 06:36:57,1055,66,1
2019-09-02 06:38:32,475,66,1
2019-09-02 06:30:50,1044,66,1
2019-09-02 06:33:04,597,66,1
2019-09-02 06:35:47,545,66,1
2019-09-02 06:44:19,992,66,1
2019-09-02 06:40:22,624,66,1
2019-09-02 06:33:43,924,66,1
2019-09-02 06:31:40,460,66,1
2019-09-02 06:33:15,1022,66,1
2019-09-02 06:44:31,389,66,1
2019-09-02 06:33:48,151,66,1
2019-09-02 06:37:31,929,66,1
2019-09-02 06:42:35,1066,66,1
2019-09-02 06:34:13,544,66,1
2019-09-02 06:41:53,192,66,1
2019-09-02 06:36:31,649,66,1
2019-09-02 06:34:54,416,66,1
2019-09-02 06:35:32,134,66,1
2019-09-02 06:35:24,246,66,1
2019-09-02 06:42:02,400,66,1
2019-09-02 06:35:04,311,66,1
2019-09-02 06:30:00,484,66,1
2019-09-02 06:41:06,449,66,1
2019-09-02 06:40:58,676,66,1
2019-09-02 06:41:49,380,66,1
2019-09-02 06:36:13,49,66,1
2019-09-02 06:32:41,538,66,1
2019-09-02 06:35:19,1060,66,1
2019-09-02 06:38:57,828,66,1
2019-09-02 06:42:34,728,66,1
2019-09-02 06:44:18,339,66,1
2019-09-02 06:38:16,773,66,1
2019-09-02 06:37:33,237,66,1
2019-09-02 06:39:48,573,66,1
2019-09-02 06:38:56,313,66,1
2019-09-02 06:43:28,418,66,1
2019-09-02 06:39:19,693,66,1
2019-09-02 06:36:09,214,66,1
2019-09-02 06:35:48,818,66,1
2019-09-02 06:35:54,898,66,1
2019-09-02 06:31:55,97,66,1
2019-09-02 06:33:13,833,66,1
2019-09-02 06:43:44,556,66,1
2019-09-02 06:31:04,437,66,1
2019-09-02 06:44:35,25,66,1
2019-09-02 06:37:44,224,66,1
2019-09-02 06:34:30,760,66,1
2019-09-02 06:31:01,599,66,1
2019-09-02 06:41:14,769,66,1
2019-09-02 06:40:55,41,66,1
2019-09-02 06:41:43,903,66,1
2019-09-02 06:31:34,1006,66,1
2019-09-02 06:38:50,219,66,1
2019-09-02 06:30:47,153,66,1
2019-09-02 06:33:22,465,66,1
2019-09-02 06:40:11,1030,66,1
2019-09-02 06:30:54,223,66,1
2019-09-02 06:39:29,187,66,1
2019-09-02 06:43:15,500,66,1
2019-09-02 06:36:30,785,66,1
2019-09-02 06:35:37,562,66,1
2019-09-02 06:32:18,637,66,1
2019-09-02 06:35:19,488,66,1
2019-09-02 06:35:46,360,66,1
2019-09-02 06:41:20,215,66,1
2019-09-02 06:33:04,263,66,1
2019-09-02 06:37:45,664,66,1
2019-09-02 06:37:21,759,66,1
2019-09-02 06:38:54,881,66,1
2019-09-02 06:36:24,593,66,1
2019-09-02 06:41:33,610,66,1
2019-09-02 06:31:47,576,66,1
2019-09-02 06:39:18,1090,66,1
2019-09-02 06:42:09,638,66,1
2019-09-02 06:36:14,569,66,1
2019-09-02 06:43:03,618,66,1
2019-09-02 06:30:43,59,66,1
2019-09-02 06:33:57,172,66,1
2019-09-02 06:39:44,909,66,1
2019-09-02 06:36:37,860,66,1
2019-09-02 06:37:46,189,66,1
2019-09-02 06:36:50,764,66,1
2019-09-02 06:37:36,827,66,1
2019-09-02 06:38:38,666,66,1
2019-09-02 06:42:08,180,66,1
2019-09-02 06:30:36,653,66,1
2019-09-02 06:40:41,158,66,1
2019-09-02 06:37:37,829,66,1
2019-09-02 06:36:31,514,66,1
2019-09-02 06:38:13,388,66,1
2019-09-02 06:31:27,480,66,1
2019-09-02 06:39:50,747,66,1
2019-09-02 06:41:36,923,66,1
2019-09-02 06:31:33,565,66,1
2019-09-02 06:33:24,127,66,1
2019-09-02 06:33:36,502,66,1
2019-09-02 06:36:58,503,66,1
2019-09-02 06:41:54,190,66,1
2019-09-02 06:42:35,623,66,1
2019-09-02 06:42:32,779,66,1
2019-09-02 06:43:25,517,66,1
2019-09-02 06:37:36,64,66,1
2019-09-02 06:36:19,434,66,1
2019-09-02 06:40:25,43,66,1
2019-09-02 06:37:59,353,66,1
2019-09-02 06:35:56,305,66,1
2019-09-02 06:38:50,733,66,1
2019-09-02 06:42:56,714,66,1
2019-09-02 06:31:00,458,66,1
2019-09-02 06:36:20,462,66,1
2019-09-02 06:38:46,216,66,1
2019-09-02 06:41:26,494,66,1
2019-09-02 06:30:03,181,66,1
2019-09-02 06:44:39,558,66,1
2019-09-02 06:37:32,160,66,1
2019-09-02 06:32:25,589,66,1
2019-09-02 06:32:23,81,66,1
2019-09-02 06:30:08,716,66,1
2019-09-02 06:30:35,587,66,1
2019-09-02 06:39:49,490,66,1
2019-09-02 06:38:27,803,66,1
2019-09-02 06:33:24,819,66,1
2019-09-02 06:42:56,298,66,1
2019-09-02 06:30:41,478,66,1
2019-09-02 06:33:26,469,66,1
2019-09-02 06:43:18,173,66,1
2019-09-02 06:40:01,766,66,1
2019-09-02 06:39:57,144,66,1
2019-09-02 06:40:17,657,66,1
2019-09-02 06:41:48,101,66,1
2019-09-02 06:37:22,386,66,1
2019-09-02 06:38:40,65,66,1
2019-09-02 06:32:50,444,66,1
2019-09-02 06:35:48,177,66,1
2019-09-02 06:34:59,1033,66,1
2019-09-02 06:42:50,140,66,1
2019-09-02 06:34:20,1002,66,1
2019-09-02 06:32:39,789,66,1
2019-09-02 06:37:22,247,66,1
2019-09-02 06:38:36,711,66,1
2019-09-02 06:35:10,555,66,1
2019-09-02 06:30:27,790,66,1
2019-09-02 06:37:46,175,66,1
2019-09-02 06:33:30,322,66,1
2019-09-02 06:42:30,536,66,1
2019-09-02 06:44:21,212,66,1
2019-09-02 06:31:50,307,66,1
2019-09-02 06:34:54,560,66,1
2019-09-02 06:37:01,580,66,1
2019-09-02 06:35:43,845,66,1
2019-09-02 06:31:42,918,66,1
2019-09-02 06:34:50,211,66,1
2019-09-02 06:31:50,725,66,1
2019-09-02 06:36:09,114,66,1
2019-09-02 06:37:00,1000,66,1
2019-09-02 06:34:33,19,66,1
2019-09-02 06:39:57,318,66,1
